实际Y浓度,线性回归预测,随机森林预测,残差_线性,残差_随机森林
2.5935840000000003,7.714496736350423,4.7849257924950654,-5.120912736350423,-2.191341792495065
3.4886856,8.146297637587033,5.899170275694724,-4.6576120375870325,-2.4104846756947236
6.617100300000001,8.685654604202766,6.7467216300559665,-2.068554304202765,-0.12962133005596588
6.1191623,8.955648415454656,7.542601492718933,-2.8364861154546555,-1.4234391927189325
5.9230127,7.542096983820232,6.7896929954566785,-1.6190842838202322,-0.8666802954566784
4.2401417,7.753636624784183,6.297892107463001,-3.513494924784183,-2.0577504074630015
4.7824846,8.205202336471798,6.204329466951887,-3.422717736471798,-1.4218448669518873
4.2674699,8.616607771369356,5.74917193236191,-4.349137871369356,-1.48170203236191
4.7362214,8.616607771369356,5.74917193236191,-3.8803863713693563,-1.0129505323619101
5.471245000000001,6.970407836314115,6.445498091344422,-1.499162836314114,-0.9742530913444218
5.6711485999999995,6.970407836314115,6.445498091344422,-1.299259236314115,-0.7743494913444229
6.518483699999999,6.970407836314115,6.445498091344422,-0.45192413631411554,0.07298560865557668
6.324940399999999,7.364819627757582,7.343106643233678,-1.0398792277575826,-1.0181662432336784
5.2252975,7.678245791488351,6.4411823944904585,-2.452948291488351,-1.2158848944904586
6.6498894,7.99628972068809,6.900352240026186,-1.3464003206880895,-0.25046284002618613
4.9497736,8.123924469266566,6.44678592216044,-3.1741508692665654,-1.4970123221604394
6.679994000000001,8.73519569809773,7.43725344452369,-2.0552016980977292,-0.7572594445236893
5.1690295,9.202681829548702,6.01334337088087,-4.033652329548702,-0.8443138708808702
8.2346981,9.612436786228466,9.312339820067086,-1.3777386862284668,-1.0776417200670867
5.1570139,8.053243632770611,6.393817144865245,-2.8962297327706112,-1.2368032448652455
8.1532945,8.283245640063067,7.786915968378241,-0.12995114006306707,0.36637853162175826
10.1764756,8.820742933820823,7.803549941608935,1.3557326661791773,2.3729256583910647
16.45575,9.115281809619304,13.073988002682343,7.340468190380694,3.381761997317655
6.9468822,6.767153161905952,6.473681217425329,0.17972903809404794,0.4732009825746708
9.6378818,7.2626642432016535,8.097495845145504,2.375217556798347,1.5403859548544965
7.637113199999999,7.733470217779717,7.752955930775479,-0.09635701777971839,-0.11584273077547991
7.5086921,8.247540971355606,9.096436990342967,-0.7388488713556063,-1.5877448903429672
2.1901617,6.123263933470395,4.0830200834197194,-3.933102233470395,-1.8928583834197195
3.8038491,6.5907066378706975,5.8965941224693905,-2.7868575378706977,-2.0927450224693906
2.6983734,7.130954675817385,4.5217992388100905,-4.432581275817386,-1.8234258388100906
3.5199815,7.49052598689454,4.290754045446871,-3.97054448689454,-0.7707725454468708
3.4007365,7.49052598689454,4.290754045446871,-4.08978948689454,-0.8900175454468711
6.0489524,8.541387147338662,6.854532053614729,-2.4924347473386623,-0.8055796536147293
2.7798544,8.846303192160526,5.842330739643494,-6.066448792160527,-3.0624763396434935
2.7104377,9.186097013901588,6.624929288506332,-6.475659313901588,-3.9144915885063316
6.0891478,9.436717577062952,8.232516437472768,-3.347569777062952,-2.1433686374727676
4.1527977,8.3026327965989,6.104129301418725,-4.1498350965989,-1.9513316014187252
5.8182258000000004,8.752096935445342,6.520842358737496,-2.933871135445342,-0.7026165587374953
5.7364655,9.263935739084433,6.170971650687007,-3.5274702390844324,-0.4345061506870067
15.926742399999998,9.33981058055285,13.075362627204584,6.586931819447148,2.851379772795415
2.4202242,8.404683937811084,5.217312109901331,-5.984459737811084,-2.7970879099013315
1.0003887,8.746276683334381,5.038264763239314,-7.745887983334381,-4.037876063239314
3.3142605,8.916763975391333,4.68402676101981,-5.602503475391334,-1.36976626101981
3.1946033,8.916763975391333,4.68402676101981,-5.722160675391334,-1.4894234610198103
2.6902203,8.916763975391333,4.68402676101981,-6.2265436753913335,-1.99380646101981
2.7438412999999997,9.180863440933528,4.091753452028432,-6.437022140933529,-1.3479121520284325
3.2579041,9.180863440933528,4.091753452028432,-5.922959340933528,-0.833849352028432
3.8914016000000005,5.590544196554992,4.749757294630447,-1.6991425965549918,-0.8583556946304465
3.4380464,5.990634616826812,3.7772609383659317,-2.5525882168268117,-0.3392145383659315
6.8982529,6.547970148996403,6.078034535364838,0.35028275100359707,0.8202183646351617
5.291030699999999,6.840189176349205,5.788296032276381,-1.5491584763492057,-0.49726533227638114
3.2913861000000004,7.4113634423334815,5.4562602377197855,-4.119977342333481,-2.164874137719785
4.6954378,8.07728993741994,5.883431110995491,-3.3818521374199397,-1.1879933109954912
7.0366833,8.435422109309656,6.770766616313083,-1.3987388093096556,0.2659166836869167
5.523771,8.794993420386811,6.727987862849292,-3.2712224203868114,-1.2042168628492922
7.8893497,6.357101543109385,6.649066175209682,1.5322481568906152,1.2402835247903186
8.8443185,6.967481700609597,8.419771877350769,1.8768367993904027,0.42454662264923115
12.2703314,7.47132707178309,8.90504616636221,4.79900432821691,3.36528523363779
15.612462399999998,7.992705472844966,13.638409886090521,7.6197569271550325,1.9740525139094771
3.2391576,6.666087723081006,4.95587888973209,-3.426930123081006,-1.71672128973209
3.2553631,7.008383175343308,6.813190871714624,-3.7530200753433083,-3.557827771714624
5.8318228,7.404614324671314,6.937783200888857,-1.572791524671314,-1.1059604008888568
8.6271422,7.818824039149048,8.989528934651117,0.808318160850952,-0.3623867346511176
2.4533015,7.831294523391254,4.936104494567972,-5.377993023391253,-2.482802994567972
4.582309100000001,8.245731367356907,6.276783342395444,-3.663422267356906,-1.6944742423954438
8.2067689,8.794759669590167,7.26496030921847,-0.5879907695901672,0.9418085907815303
7.3051568,9.087004603076398,9.091721325549418,-1.7818478030763982,-1.7865645255494185
8.453028999999999,7.577407641126718,8.09259321560271,0.8756213588732811,0.3604357843972892
7.5467857,8.044763491021552,8.20866189551926,-0.49797779102155193,-0.6618761955192598
7.8974324,8.299954896318116,8.01531120626932,-0.40252249631811665,-0.11787880626932079
10.8477792,8.688239799901467,8.836877479582718,2.1595394000985326,2.010901720417282
7.0759818,6.948418600578794,7.794542939083867,0.12756319942120609,-0.7185611390838673
6.2230758999999995,7.273290357404112,7.555635360103054,-1.0502144574041123,-1.3325594601030541
4.1368958,8.080518752972711,5.313024072545769,-3.943622952972712,-1.1761282725457693
3.880957,8.549351574200253,4.687803808371951,-4.668394574200253,-0.8068468083719513
5.9397738,8.88955420289631,6.4454608790935435,-2.9497804028963097,-0.5056870790935433
8.1126393,9.337628225319644,8.959376094379168,-1.2249889253196447,-0.8467367943791686
8.3620369,8.140837530725031,8.128496588522024,0.2211993692749683,0.2335403114779755
6.6901470000000005,8.53715429276996,7.830764537062614,-1.84700729276996,-1.1406175370626137
5.4482961,8.896725603847115,7.619383866488703,-3.448429503847114,-2.1710877664887027
5.9676200999999995,9.131392939879339,8.304776890584364,-3.163772839879339,-2.3371567905843644
7.074804299999999,8.060576546733515,7.256111535514569,-0.9857722467335153,-0.18130723551456995
5.6692518,8.473789820602427,7.465794130978451,-2.8045380206024273,-1.7965423309784514
8.7071992,7.490833793974251,8.673851023246538,1.2163654060257487,0.0333481767534618
7.739073100000001,8.133969836061274,7.652330720624301,-0.3948967360612734,0.08674237937569984
10.040734,8.319019818478987,7.8590232420030395,1.7217141815210137,2.181710757996961
10.307822,8.509041879233175,8.814412385959757,1.7987801207668248,1.4934096140402424
4.6937337,8.066640004115017,6.715649147585285,-3.372906304115017,-2.021915447585285
7.2264411,8.657374329265867,8.985459681231925,-1.4309332292658672,-1.759018581231925
8.2513404,9.15780258534612,7.684677472646337,-0.9064621853461201,0.5666629273536632
8.245783600000001,9.49951146477294,9.328976259747703,-1.253727864772939,-1.0831926597477022
4.92842,7.817467054658803,8.103851133823369,-2.8890470546588034,-3.175431133823369
5.3949339,8.266931193505247,8.087967933870923,-2.871997293505247,-2.693034033870923
4.2504311,8.680438201243975,7.366670786046983,-4.430007101243975,-3.116239686046983
3.9165527,8.680438201243975,7.366670786046983,-4.7638855012439745,-3.450118086046983
4.3557643,8.680438201243975,7.366670786046983,-4.324673901243975,-3.0109064860469834
4.8049912,8.739846731994632,7.335706664126799,-3.934855531994632,-2.530715464126799
2.3893112000000003,6.865683526542011,5.617126494996151,-4.476372326542011,-3.2278152949961503
4.6532635,7.423019058711602,7.743858620693166,-2.7697555587116014,-3.090595120693165
6.866750400000001,7.709162293928554,7.279323006243694,-0.8424118939285528,-0.4125726062436934
10.2828594,8.03151496266206,9.085874752873469,2.2513444373379397,1.1969846471265306
4.9032976999999995,7.517418352310867,6.0358159398489875,-2.6141206523108673,-1.132518239848988
7.6264095,8.076011461336336,7.229627243300455,-0.44960196133633534,0.39678225669954514
6.721977399999999,8.579411296844354,7.183426094597787,-1.8574338968443547,-0.46144869459778803
7.296530199999999,8.800184391318284,8.386103479921845,-1.5036541913182848,-1.0895732799218454
1.7966719,8.189630952110331,3.192074132586241,-6.392959052110331,-1.395402232586241
3.1178605000000004,8.189630952110331,3.192074132586241,-5.07177045211033,-0.07421363258624059
2.791792,8.189630952110331,3.192074132586241,-5.397838952110331,-0.4002821325862409
2.6795077000000003,8.585072539385603,5.277863422863147,-5.905564839385603,-2.598355722863147
7.2610342999999995,9.322280582003371,6.815009665600501,-2.0612462820033715,0.4460246343994987
9.4116781,9.897681534232289,9.574247764855338,-0.4860034342322894,-0.1625696648553383
9.6271518,9.897681534232289,9.574247764855338,-0.270529734232289,0.05290403514466213
6.695688700000001,8.391220561575867,7.661169237245293,-1.6955318615758666,-0.9654805372452921
7.7797448000000005,8.821986565274734,7.073481128958564,-1.042241765274734,0.7062636710414365
11.591111900000001,9.018671432178653,8.107455463823106,2.572440467821348,3.4836564361768954
16.3646198,9.322508122407871,14.972403759308131,7.042111677592128,1.3922160406918689
16.3174263,9.322508122407871,14.972403759308131,6.99491817759213,1.34502254069187
16.5248021,9.322508122407871,14.972403759308131,7.202293977592127,1.5523983406918678
7.2920397999999995,7.547354298823588,7.88258379765634,-0.2553144988235889,-0.5905439976563409
6.793188499999999,7.906838755395276,7.7288191330339195,-1.1136502553952763,-0.9356306330339201
12.7372428,8.086276992911975,8.347869206513652,4.650965807088026,4.389373593486349
9.518391399999999,8.334268286657688,8.234139030579023,1.1841231133423111,1.284252369420976
2.9954183,7.675859840454319,6.723762068121167,-4.680441540454319,-3.7283437681211673
4.1186096,8.075243428717833,6.6348372550125045,-3.956633828717833,-2.5162276550125044
3.8363042,8.075243428717833,6.6348372550125045,-4.238939228717833,-2.7985330550125047
4.9531846,8.33759147408102,6.261563703484619,-3.3844068740810194,-1.3083791034846186
9.5798694,8.820232510784827,8.874863344620596,0.759636889215173,0.7050060553794033
8.7640094,8.820232510784827,8.874863344620596,-0.05622311078482589,-0.11085394462059561
8.5871098,8.820232510784827,8.874863344620596,-0.23312271078482638,-0.2877535446205961
8.5470048,8.023152480385617,8.574191564830558,0.5238523196143827,-0.027186764830558374
6.564309799999999,8.274132828545907,7.783564084893272,-1.709823028545908,-1.2192542848932728
11.2786321,8.816581809678047,8.309690790912885,2.4620502903219528,2.968941309087114
5.3647009,9.099707704835923,7.340196431728085,-3.7350068048359235,-1.9754955317280851
3.9427506,7.496827568708518,6.151426536405109,-3.554076968708518,-2.2086759364051085
5.9790076,8.127131423606178,7.887977216306058,-2.148123823606178,-1.9089696163060577
3.3699365,8.522659865791049,7.258205459614149,-5.152723365791049,-3.8882689596141486
5.9101943,8.885616077795623,8.177733218434026,-2.9754217777956233,-2.2675389184340267
4.0699654,6.585204694048951,6.125118485294023,-2.5152392940489507,-2.055153085294023
3.5593636999999996,7.142540226218541,6.3860391027067696,-3.5831765262185415,-2.82667540270677
4.2863738,7.520090102849554,5.4205730122262255,-3.2337163028495546,-1.1341992122262257
8.3472563,7.988508776151394,7.980570858481258,0.35874752384860553,0.36668544151874194
8.5153707,7.988508776151394,7.980570858481258,0.5268619238486059,0.5347998415187423
4.1969056,6.803490916584966,4.260651826871365,-2.606585316584966,-0.06374622687136533
2.8568008999999996,7.342402347535223,4.204216182019906,-4.485601447535223,-1.3474152820199068
5.8160264,7.5766237749348395,6.445741747949964,-1.7605973749348394,-0.629715347949964
11.9239485,8.065373436842963,10.75978920180438,3.858575063157037,1.164159298195619
5.696113700000001,7.411576341045697,6.518573839145224,-1.7154626410456961,-0.8224601391452238
6.0075716,7.718647837730692,7.791875608711463,-1.7110762377306914,-1.7843040087114623
8.8755365,8.209889359795813,7.349097277937832,0.6656471402041877,1.5264392220621685
8.4809303,8.642810814953684,8.429134557071478,-0.16188051495368327,0.051795742928522515
3.0492317,6.446737076800806,3.759796325243322,-3.3975053768008063,-0.7105646252433222
2.8286420999999997,6.914179781201109,4.193145829568729,-4.085537681201109,-1.364503729568729
5.0767633,7.435558182262985,4.624430347686721,-2.358794882262985,0.4523329523132791
3.3124523000000003,7.435558182262985,4.624430347686721,-4.123105882262984,-1.3119780476867202
9.7732645,7.920979452217144,8.777440832884075,1.852285047782856,0.9958236671159248
